Player HP,enemyCount,closestWallDistanceAvg,closestEnemyDistanceAvg,hitRate,hitRange,oneKillPerShot,moveShotRate,currentStage,WeaponType,StageTime,CommonEnemy0.8,CommonEnemy0.5,CommonEnemy0.2,Center Field0.8,Center Field0.5,Center Fieldt0.2,output(difficulty),10
100,22,14.71238,10.6746,39.85765,5.70605,2.028986,97.15302,4,1, ,1,0,0,1,0,0,10,493.7231
100,21,12.57576,9.571814,40.63604,5.652725,1.92517,97.17314,4,1, ,1,0,0,1,0,0,10,493.7231
100,26,11.29916,8.223122,40.55944,5.625849,1.9,97.2028,4,1, ,1,0,0,1,0,0,10,493.7231
100,21,10.01618,7.523909,41.31945,5.556663,1.777778,97.22222,4,1, ,1,0,0,1,0,0,10,493.7231
100,21,9.70131,7.152454,41.58076,5.506588,1.705882,97.25086,4,1, ,1,0,0,1,0,0,10,493.7231
100,20,10.40485,7.30383,42.32082,5.444255,1.636871,97.26962,4,1, ,1,0,0,1,0,0,10,493.7231
100,25,11.56541,7.1146,42.76527,5.605648,1.697802,97.42766,4,0, ,1,0,0,1,0,0,10,493.7231
100,25,11.86198,6.585747,46.43875,5.713802,1.847368,97.72079,4,0, ,1,0,0,1,0,0,10,493.7231
100,23,11.59089,6.494249,48.84911,5.825041,1.925,97.95396,4,0, ,1,0,0,1,0,0,10,493.7231
100,23,11.03851,6.546087,50,6.07374,2.0625,97.91667,4,0, ,1,0,0,1,0,0,10,493.7231
100,19,10.735,6.183803,52.75423,5.781136,2.131818,98.09322,4,0, ,1,0,0,1,0,0,10,493.7231
100,17,10.50073,6.106327,53.4113,5.756395,2.230435,98.24561,4,0, ,1,0,0,1,0,0,10,493.7231
100,19,19.30377,13.02806,52.88809,5.992257,2.348936,98.37545,5,0, ,1,0,0,1,0,0,10,493.7231
100,20,16.22938,23.33144,52.42215,5.999086,2.38843,97.57785,5,1, ,1,0,0,1,0,0,10,493.7231
100,21,14.28676,18.04872,52.58621,5.978776,2.32,97.58621,5,1, ,1,0,0,1,0,0,10,493.7231
100,21,14.60492,14.64932,52.65866,5.959465,2.25969,97.59863,5,1, ,1,0,0,1,0,0,10,493.7231
100,24,14.11475,13.24503,52.82051,5.93778,2.215909,97.60683,5,1, ,1,0,0,1,0,0,10,493.7231
92.5,24,12.99055,11.499,52.89116,5.907424,2.150183,97.61904,5,1, ,1,0,0,1,0,0,10,493.7231
92.5,25,13.82911,10.54177,53.22034,5.878712,2.107143,97.62712,5,1, ,1,0,0,1,0,0,10,493.7231
92.5,22,14.37275,9.474601,53.28836,5.859901,2.027397,97.63912,5,1, ,1,0,0,1,0,0,10,493.7231
92.5,22,14.23893,8.8269,53.61345,5.824314,1.983333,97.64706,5,1, ,1,0,0,1,0,0,10,493.7231
85,20,13.74144,8.179495,53.67893,5.802039,1.919614,97.65886,5,1, ,1,0,0,1,0,0,10,493.7231
85,19,14.15848,7.60121,54,5.78016,1.875,97.66667,5,1, ,1,0,0,1,0,0,10,493.7231
85,23,14.14626,7.479624,54.06301,5.759651,1.852308,97.67828,5,1, ,1,0,0,1,0,0,10,493.7231
85,18,14.60836,7.318885,54.38017,5.733603,1.789941,97.68595,5,1, ,1,0,0,1,0,0,10,493.7231
85,21,14.6422,7.199414,54.44079,5.717024,1.764535,97.69737,5,1, ,1,0,0,1,0,0,10,493.7231
85,18,14.28003,7.047955,54.7541,5.69146,1.71831,97.70492,5,1, ,1,0,0,1,0,0,10,493.7231
85,22,16.88959,6.247986,54.73856,5.68544,1.706704,97.71242,6,1, ,1,0,0,1,0,0,10,493.7231
85,20,17.80641,6.481009,54.95935,5.660042,1.666667,97.72358,6,1, ,1,0,0,1,0,0,10,493.7231
85,23,17.67159,6.140797,55.10535,5.644219,1.645333,97.73096,6,1, ,1,0,0,1,0,0,10,493.7231
77,24,15.36315,6.250025,55.32258,5.619436,1.618799,97.74194,6,1, ,1,0,0,1,0,0,10,493.7231
77,26,15.57392,6.083524,55.46624,5.601768,1.594872,97.7492,6,1, ,1,0,0,1,0,0,10,493.7231
77,25,16.48825,5.76333,55.68,5.576062,1.5625,97.75999,6,1, ,1,0,0,1,0,0,10,493.7231
77,28,16.22365,5.178553,55.82137,5.558596,1.544335,97.76714,6,1, ,1,0,0,1,0,0,10,493.7231
77,30,16.51048,4.893696,56.03175,5.529348,1.525424,97.77778,6,1, ,1,0,0,1,0,0,10,493.7231
77,35,15.9873,5.008788,56.17089,5.512996,1.515588,97.78481,6,1, ,1,0,0,1,0,0,10,493.7231
77,39,15.85473,4.828152,56.37795,5.489132,1.504739,97.79528,6,1, ,1,0,0,1,0,0,10,493.7231
77,44,15.92224,4.805298,56.51491,5.471978,1.492958,97.8022,6,1, ,1,0,0,1,0,0,10,493.7231
77,47,15.24318,4.880081,56.71875,5.452641,1.481481,97.8125,6,1, ,1,0,0,1,0,0,10,493.7231
77,52,14.68513,5.102668,56.85358,5.43633,1.472477,97.81931,6,1, ,1,0,0,1,0,0,10,493.7231
77,58,13.91063,5.013868,56.89923,5.422578,1.469248,97.82945,6,1, ,1,0,0,1,0,0,10,493.7231
77,58,13.68881,4.922484,57.03246,5.406702,1.444196,97.83617,6,1, ,1,0,0,1,0,0,10,493.7231
77,60,13.92424,4.857529,57.23077,5.388086,1.426374,97.84615,6,1, ,1,0,0,1,0,0,10,493.7231
77,57,13.99142,4.766728,57.36196,5.374755,1.396146,97.85276,6,1, ,1,0,0,1,0,0,10,493.7231
77,53,8.834173,0,57.55725,5.354242,1.368201,97.86259,7,1, ,1,0,0,1,0,0,10,493.7231
77,57,11.89215,1.250938,57.68645,5.339211,1.360248,97.8691,7,1, ,1,0,0,1,0,0,10,493.7231
77,65,13.42541,4.080181,57.72727,5.322822,1.358763,97.87879,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,68,12.70811,4.196069,57.85499,5.313412,1.348269,97.8852,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,74,13.8604,4.319002,57.89474,5.302301,1.346154,97.89474,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,77,12.8599,4.075158,58.02099,5.287661,1.334,97.90105,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,78,12.36113,4.111149,58.20895,5.271815,1.316306,97.91045,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,84,11.22218,4.184016,58.33333,5.259677,1.3125,97.91667,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,85,11.14513,4.060042,58.51852,5.238436,1.298077,97.92593,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,85,11.4108,3.890992,58.64106,5.223734,1.277359,97.93205,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,81,10.86922,3.940732,58.82353,5.201221,1.252302,97.94118,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,80,10.89377,3.932208,58.94428,5.188143,1.233273,97.94722,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,80,10.83155,4.141472,59.12409,5.168793,1.218861,97.95621,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,85,11.35648,4.290105,59.24308,5.156076,1.21164,97.96215,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,85,11.70351,4.244995,59.42029,5.138975,1.196181,97.97102,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,83,11.68854,4.236408,59.53757,5.129005,1.178876,97.97688,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,82,12.01836,4.242541,59.71223,5.112614,1.162207,97.98561,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,80,12.13229,4.309518,59.82784,5.105736,1.144499,97.99139,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,78,11.95249,4.341714,60,5.092676,1.127419,98,7,1, ,1,0,0,1,0,0,10,493.7231
68.5,68,14.29281,0,60.11396,5.085474,1.100313,98.0057,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,74,16.6844,0,60.14184,5.069169,1.098284,98.01418,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,73,14.35187,0,60.53748,5.042955,1.084356,98.01981,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,74,11.94339,0,60.84507,5.026068,1.074242,98.02817,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,79,11.28734,0,60.95506,5.013928,1.070677,98.03371,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,80,10.60962,1.192398,61.11888,4.995115,1.062407,98.04195,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,82,11.54334,2.12928,61.22733,4.984014,1.052863,98.04742,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,84,11.78452,3.00609,61.38889,4.967899,1.046512,98.05556,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,90,12.05585,3.821914,61.49585,4.957819,1.043353,98.06094,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,89,12.7282,4.133491,61.65517,4.947968,1.032763,98.06896,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,92,12.42562,4.240186,61.76066,4.937177,1.025388,98.07427,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,93,12.47876,4.321843,61.9178,4.923233,1.016713,98.08219,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,96,12.8848,4.343085,62.02186,4.912172,1.009668,98.08743,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,94,12.7631,4.35031,62.17687,4.896884,0.9972826,98.09524,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,92,12.42097,4.314653,62.27951,4.888276,0.9866131,98.1004,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,80,12.34913,4.405766,62.43243,4.87118,0.9622887,98.10811,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,79,12.2205,4.406422,62.5337,4.86137,0.9525032,98.11321,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,78,12.35084,4.552647,62.68457,4.845124,0.943038,98.1208,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,69,12.67649,4.311224,62.78447,4.836691,0.9245049,98.12584,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,66,12.65536,4.094162,62.93333,4.822747,0.9135201,98.13333,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,58,12.65199,3.89785,63.16489,4.811778,0.8963051,98.1383,8,1, ,1,0,0,1,0,0,10,493.7231
59.5,55,20.89493,0,63.31126,4.796922,0.8881037,98.14569,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,57,18.54713,0.2752157,63.40819,4.786814,0.8833139,98.1506,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,59,14.81494,0.2721388,63.42105,4.777525,0.8774567,98.1579,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,59,15.19447,1.385768,63.6483,4.767991,0.8718535,98.16273,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,66,14.96265,1.89938,63.66013,4.760094,0.8711516,98.16994,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,66,13.3,2.497399,63.88527,4.748245,0.8647125,98.17471,9,0, ,1,0,0,1,0,0,10,493.7231
59.5,70,12.44751,2.922054,65.75,4.855573,0.8924972,98.25,9,0, ,1,0,0,1,0,0,10,493.7231
59.5,77,11.90029,3.427755,66.54762,4.973116,0.9128492,98.33334,9,0, ,1,0,0,1,0,0,10,493.7231
59.5,76,12.47222,3.871653,68.25939,5.219562,0.9690949,98.40728,9,0, ,1,0,0,1,0,0,10,493.7231
59.5,79,12.50876,4.388108,70.51142,5.298892,1.001095,98.47661,9,0, ,1,0,0,1,0,0,10,493.7231
59.5,82,12.58715,4.867379,71.77084,5.155482,1.040217,98.54166,9,0, ,1,0,0,1,0,0,10,493.7231
59.5,84,12.78067,5.033128,73.3,5.123143,1.07767,98.6,9,0, ,1,0,0,1,0,0,10,493.7231
59.5,89,12.66997,5.149435,74.32692,5.197119,1.113734,98.65385,9,0, ,1,0,0,1,0,0,10,493.7231
59.5,92,13.10821,5.241935,75.09399,5.179875,1.132055,98.68421,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,90,12.99982,5.252064,75.14072,5.175548,1.120925,98.68668,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,89,12.45604,5.28673,75.21048,5.167781,1.111227,98.69037,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,92,12.29537,5.30257,75.25677,5.161339,1.106405,98.69281,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,92,12.19237,5.402108,75.51211,5.145515,1.097137,98.69646,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,92,12.61858,5.387217,75.55762,5.139945,1.089069,98.69888,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,80,12.99193,5.267579,75.62558,5.131768,1.068317,98.7025,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,75,12.99239,5.185457,75.67068,5.12508,1.055664,98.7049,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,71,12.94708,5.179058,75.83025,5.109621,1.044316,98.70849,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,66,13.18918,5.226805,75.87477,5.104676,1.031339,98.71086,9,1, ,1,0,0,1,0,0,10,493.7231
59.5,66,9.466634,0,75.8494,5.099452,1.026415,98.71442,10,1, ,1,0,0,1,0,0,10,493.7231
59.5,64,11.63107,0,76.077,5.092066,1.017724,98.71677,10,1, ,1,0,0,1,0,0,10,493.7231
59.5,68,14.52333,0,76.05119,5.08728,1.013915,98.72029,10,1, ,1,0,0,1,0,0,10,493.7231
59.5,64,13.62188,0,76.18613,5.08042,1.003663,98.72263,10,1, ,1,0,0,1,0,0,10,493.7231
29.5,71,12.03404,0,76.16014,5.074349,1.00274,98.72612,10,1, ,1,0,0,1,0,0,10,493.7231
29.5,74,11.9595,0.7190762,76.75868,5.021307,1.019056,98.75334,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,73,11.73692,1.630182,77.90198,5.045745,1.044924,98.53826,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,76,12.57336,2.432448,78.80299,5.031038,1.071429,98.58686,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,77,12.41013,3.142261,79.48512,4.9656,1.100089,98.63234,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,80,12.88937,3.598986,80.04677,4.987998,1.125,98.67498,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,85,12.85659,3.969076,80.66465,5.003188,1.151621,98.71601,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,86,12.76673,4.373326,81.01173,5.096006,1.178261,98.75367,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,89,13.21963,4.646509,81.76638,5.145419,1.21089,98.78918,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,93,12.97923,4.812436,82.27147,5.181835,1.236457,98.82272,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,99,12.45301,4.915022,82.4124,5.119974,1.268209,98.85445,10,0, ,1,0,0,1,0,0,10,493.7231
29.5,99,12.45819,4.92623,82.58575,5.097062,1.28802,98.87863,10,1, ,1,0,0,1,0,0,10,493.7231
29.5,96,12.39319,5.020939,82.55431,5.094799,1.27563,98.88084,10,1, ,1,0,0,1,0,0,10,493.7231
29.5,76,12.6589,4.962953,82.70875,5.086983,1.246721,98.88231,10,1, ,1,0,0,1,0,0,10,493.7231
29.5,73,13.04792,4.912983,82.73145,5.083033,1.235199,98.88378,10,1, ,1,0,0,1,0,0,10,493.7231
29.5,68,13.0869,4.704979,82.7654,5.075923,1.222756,98.88598,10,1, ,1,0,0,1,0,0,10,493.7231
29.5,67,12.86163,4.474621,82.78796,5.071945,1.214626,98.88743,10,1, ,1,0,0,1,0,0,10,493.7231
29.5,70,12.87398,4.27256,82.82169,5.065573,1.210277,98.88961,10,1, ,1,0,0,1,0,0,10,493.7231
29.5,67,12.62967,4.172204,82.84409,5.063106,1.19953,98.89106,10,1, ,1,0,0,1,0,0,10,493.7231
9.5,66,12.70829,3.994197,82.87761,5.055579,1.191621,98.89323,10,1, ,1,0,0,1,0,0,10,493.7231
9.5,57,12.91196,3.830666,82.96489,5.050076,1.175841,98.89467,10,1, ,1,0,0,1,0,0,10,493.7231
9.5,56,12.85282,3.680094,82.99805,5.044967,1.168309,98.89682,10,1, ,1,0,0,1,0,0,10,493.7231
9.5,52,13.06039,3.540919,82.77177,5.07244,1.182162,98.91926,10,0, ,1,0,0,1,0,0,10,493.7231
9.5,48,12.94656,3.411845,83.13701,5.100231,1.211002,98.94607,10,0, ,1,0,0,1,0,0,10,493.7231
9.5,39,13.09299,3.291848,83.31318,5.184848,1.225299,98.60943,10,0, ,1,0,0,1,0,0,10,493.7231
9.5,26,13.19774,3.180054,83.42375,5.177777,1.2298,98.61362,10,1, ,1,0,0,1,0,0,10,493.7231
9.5,8,13.21091,3.075567,83.44371,5.173641,1.21507,98.6153,10,1, ,1,0,0,1,0,0,10,493.7231
100,3,26.10594,13.6062,0,0,0,0,1,0, ,1,0,0,0,1,0,9,362.7806
100,4,23.56421,9.733309,28,7.337717,7.333333,96,1,0, ,1,0,0,0,1,0,9,362.7806
100,7,22.14934,9.962748,21.42857,7.237578,8.75,90.47619,1,0, ,1,0,0,0,1,0,9,362.7806
100,8,20.32199,8.802975,21.12676,8.353452,8.285714,92.95775,1,0, ,1,0,0,0,1,0,9,362.7806
100,7,18.4189,8.342126,22.52252,9.503552,9.25,94.59459,1,0, ,1,0,0,0,1,0,9,362.7806
100,7,17.37673,8.055307,22.44898,11.11106,8.5625,94.55782,1,0, ,1,0,0,0,1,0,9,362.7806
100,8,13.89595,0,20.43011,10.6124,9.473684,95.69892,2,0, ,1,0,0,0,1,0,9,362.7806
100,9,11.02246,10.24863,23.07692,11.09096,8.583333,96.15385,2,0, ,1,0,0,0,1,0,9,362.7806
100,9,9.988291,10.50056,25.3112,10.23499,8.033334,96.6805,2,0, ,1,0,0,0,1,0,9,362.7806
100,9,12.15318,9.049035,25.88652,10.06948,7.472222,97.16312,2,0, ,1,0,0,0,1,0,9,362.7806
94,8,12.45586,8.436768,27.01863,9.387733,7.441861,96.89441,2,0, ,1,0,0,0,1,0,9,362.7806
94,11,12.71681,8.257744,26.72176,9.525458,7.869565,94.76584,2,0, ,1,0,0,0,1,0,9,362.7806
94,11,13.54572,8.253106,26.23763,9.21982,7.711538,87.37624,2,0, ,1,0,0,0,1,0,9,362.7806
94,11,14.37961,7.795882,26.35135,9.006043,7.551724,87.61261,2,0, ,1,0,0,0,1,0,9,362.7806
94,14,5.636415,0,26.43923,9.0097,7.688525,88.27293,3,0, ,1,0,0,0,1,0,9,362.7806
94,14,9.054445,0,26.27451,8.961866,7.462687,89.21568,3,0, ,1,0,0,0,1,0,9,362.7806
94,17,6.630183,2.297511,26.1343,9.096415,7.492958,90.01815,3,0, ,1,0,0,0,1,0,9,362.7806
94,21,7.141685,2.43899,27.07276,8.850638,7.866667,90.69374,3,0, ,1,0,0,0,1,0,9,362.7806
94,18,9.815434,3.349104,28.64,8.883617,7.305882,91.2,3,0, ,1,0,0,0,1,0,9,362.7806
94,16,10.28577,4.1125,30.63063,8.958849,7.06383,91.74174,3,0, ,1,0,0,0,1,0,9,362.7806
94,17,10.94219,4.721354,31.91489,8.84967,6.99,92.19858,3,0, ,1,0,0,0,1,0,9,362.7806
94,13,11.95573,4.719788,33.24397,8.762509,6.693694,92.49329,3,0, ,1,0,0,0,1,0,9,362.7806
94,12,12.43071,4.139062,34.05337,8.626115,6.588235,92.88438,3,0, ,1,0,0,0,1,0,9,362.7806
94,15,12.34063,3.68556,34.94559,9.195427,6.653226,93.22854,3,0, ,1,0,0,0,1,0,9,362.7806
94,18,12.70348,3.55752,35.48387,9.196288,6.75,93.54839,3,0, ,1,0,0,0,1,0,9,362.7806
94,14,10.94351,0,36.41364,9.131607,6.572464,93.83939,4,0, ,1,0,0,0,1,0,9,362.7806
94,19,9.048281,2.806165,36.24868,9.128527,6.716312,94.09905,4,0, ,1,0,0,0,1,0,9,362.7806
94,15,8.421904,3.359189,37.57576,9.465374,6.45098,94.34344,4,0, ,1,0,0,0,1,0,9,362.7806
94,16,6.789493,6.031353,38.05825,9.434543,6.4,94.46602,4,0, ,1,0,0,0,1,0,9,362.7806
94,16,7.262677,5.306299,38.2243,9.3763,6.369048,94.6729,4,0, ,1,0,0,0,1,0,9,362.7806
94,16,7.176243,4.501676,38.61386,9.221323,6.278409,94.86949,4,0, ,1,0,0,0,1,0,9,362.7806
94,18,8.648876,4.994293,38.57515,9.275522,6.302198,95.04778,4,0, ,1,0,0,0,1,0,9,362.7806
94,21,9.297963,5.365414,39.02439,9.329386,6.331551,95.20605,4,0, ,1,0,0,0,1,0,9,362.7806
94,22,9.525146,5.521876,39.5122,9.249866,6.357513,95.36585,4,0, ,1,0,0,0,1,0,9,362.7806
94,25,10.58783,5.698428,39.57514,9.29498,6.40404,95.51534,4,0, ,1,0,0,0,1,0,9,362.7806
94,19,10.44932,5.850774,40.47256,9.189441,6.183962,95.65549,4,0, ,1,0,0,0,1,0,9,362.7806
87,20,10.60379,5.980034,41.19822,9.078459,6.164383,95.78403,4,0, ,1,0,0,0,1,0,9,362.7806
87,24,11.12132,5.953616,40.99067,9.047572,6.210763,95.90811,4,0, ,1,0,0,0,1,0,9,362.7806
87,27,10.90344,14.5439,41.42259,8.954298,6.30837,96.0251,5,0, ,1,0,0,0,1,0,9,362.7806
87,28,14.17984,9.339606,41.79105,8.796889,6.222222,96.13297,5,0, ,1,0,0,0,1,0,9,362.7806
87,25,15.713,7.473672,42.80053,8.747628,6.150406,96.16909,5,0, ,1,0,0,0,1,0,9,362.7806
87,23,15.82577,5.472524,43.08682,8.602631,6.031128,96.2701,5,0, ,1,0,0,0,1,0,9,362.7806
87,23,16.64199,4.316821,44.07524,8.442466,6.018868,96.36363,5,0, ,1,0,0,0,1,0,9,362.7806
87,26,16.10928,3.564256,44.28135,8.35866,6.01845,96.4526,5,0, ,1,0,0,0,1,0,9,362.7806
87,26,16.16558,3.355236,45.19403,8.170801,5.992832,96.53732,5,0, ,1,0,0,0,1,0,9,362.7806
87,28,16.04519,3.242292,45.86247,8.210176,5.993007,96.62005,5,0, ,1,0,0,0,1,0,9,362.7806
87,24,16.18494,2.911361,46.75399,8.190195,5.879195,96.69704,5,0, ,1,0,0,0,1,0,9,362.7806
87,25,15.99162,2.612212,47.41235,8.098686,5.846405,96.7724,5,0, ,1,0,0,0,1,0,9,362.7806
87,25,15.64837,2.368946,48.28525,7.961885,5.815287,96.84267,5,0, ,1,0,0,0,1,0,9,362.7806
79.5,19,15.85641,2.198045,48.65447,7.870963,5.647417,96.87836,5,1, ,1,0,0,0,1,0,9,362.7806
79.5,20,15.86022,2.025501,48.70968,7.860162,5.535714,96.88172,5,1, ,1,0,0,0,1,0,9,362.7806
79.5,17,16.36715,1.87806,48.73859,7.849612,5.353448,96.88674,5,1, ,1,0,0,0,1,0,9,362.7806
79.5,19,16.52487,1.750638,48.79357,7.837812,5.268362,96.89008,5,1, ,1,0,0,0,1,0,9,362.7806
79.5,13,20.03158,0,48.8758,7.818016,5.089918,96.89507,6,1, ,1,0,0,0,1,0,9,362.7806
79.5,16,15.00166,0,48.93048,7.805908,5.013405,96.89839,6,1, ,1,0,0,0,1,0,9,362.7806
71.5,19,15.48181,0.5146646,49.01228,7.787725,4.941953,96.90337,6,1, ,1,0,0,0,1,0,9,362.7806
71.5,24,15.25892,1.36501,49.1062,7.781858,4.963447,96.95058,6,0, ,1,0,0,0,1,0,9,362.7806
71.5,23,14.37657,1.779616,49.89701,7.660403,4.941476,97.01339,6,0, ,1,0,0,0,1,0,9,362.7806
71.5,23,14.50556,2.32267,50.22693,7.580625,4.905473,97.07514,6,0, ,1,0,0,0,1,0,9,362.7806
71.5,22,15.04309,2.765284,51.06278,7.505593,4.900486,97.13297,6,0, ,1,0,0,0,1,0,9,362.7806
71.5,26,15.35025,3.121446,51.30814,7.447456,4.940048,97.18992,6,0, ,1,0,0,0,1,0,9,362.7806
71.5,27,15.65113,3.392484,51.80609,7.43609,4.945882,97.24335,6,0, ,1,0,0,0,1,0,9,362.7806
71.5,33,15.50637,3.534248,51.84149,7.47175,5,97.29604,6,0, ,1,0,0,0,1,0,9,362.7806
71.5,34,15.15675,3.517108,51.78158,7.469936,4.956422,97.31606,6,1, ,1,0,0,0,1,0,9,362.7806
71.5,35,15.39956,3.604598,51.84843,7.458459,4.871622,97.31978,6,1, ,1,0,0,0,1,0,9,362.7806
71.5,38,14.87733,3.692971,51.89289,7.448637,4.813334,97.32226,6,1, ,1,0,0,0,1,0,9,362.7806
